"Velocity_field,_x_component","Velocity_field,_y_component","Pressure","Points:0","Points:1","Points:2"
0.53712,-0.45955,0.92366,1.7716,1.1162,0
0.46411,-0.40463,0.95565,1.8109,1.2004,0
0.19954,-0.1158,0.80005,1.163,0.96163,0
0.24075,-0.13376,0.79598,1.1394,0.98915,0
0.28096,-0.14644,0.79237,1.1176,1.0104,0
0.34277,-0.14913,0.78599,1.074,1.0377,0
0.32823,-0.15464,0.78921,1.0955,1.0298,0
0.34594,-0.13629,0.78165,1.0517,1.0415,0
0.4042,-0.15227,0.79051,1.0664,1.0538,0
0.40252,-0.13634,0.78886,1.0456,1.0551,0
0.020803,-0.0032213,1.0045,1.5908,1.9363,0
0.011936,-0.0010195,1.0024,1.5455,1.9657,0
0.031755,-0.0081288,1.0086,1.6866,1.8841,0
0.039806,-0.0087969,1.0061,1.6147,1.8906,0
0.11069,-0.060736,1.0149,1.8269,1.673,0
0.17097,-0.10311,1.0139,1.8116,1.5947,0
0.05352,-0.017725,1.0101,1.7107,1.8314,0
0.092954,-0.041296,1.0122,1.7558,1.7416,0
0.078279,-0.050934,0.76528,1.0558,0.97707,0
0.10661,-0.071032,0.76109,1.0488,0.99101,0
0.16799,-0.099261,0.76494,1.0505,1.0052,0
0.26473,-0.12666,0.77408,1.0553,1.024,0
0.27772,-0.12031,0.77324,1.041,1.0288,0
0.3298,-0.11809,0.77925,1.033,1.0397,0
0.026399,-0.010952,0.75746,1.0395,0.96317,0
0.0055249,0.011545,0.75752,1.0257,0.95022,0
0.00015197,0.014017,0.7617,1.0139,0.9352,0
0.39172,-0.11297,0.78943,1.0253,1.054,0
0.35397,-0.28029,0.99509,1.8196,1.3511,0
0.28927,-0.20194,1.0069,1.8033,1.4514,0
0.24963,-0.14599,1.0107,1.7582,1.54,0
0.23901,-0.14759,0.81045,1.2375,0.9389,0
0.28437,-0.16536,0.80838,1.2098,0.97366,0
0.46701,-0.33049,0.83765,1.4519,0.95854,0
0.32465,-0.20696,0.81827,1.2997,0.94836,0
0.39809,-0.26713,0.82718,1.3704,0.95278,0
0.54032,-0.40307,0.85405,1.55,0.97811,0
0.58134,-0.43653,0.87697,1.6091,1.032,0
0.44997,-0.34742,0.97426,1.7677,1.2772,0
0.58444,-0.44095,0.91209,1.6655,1.1169,0
0.53772,-0.41036,0.94226,1.713,1.1897,0
0.55777,-0.37627,0.85476,1.4794,1.0197,0
0.31339,-0.17011,0.80383,1.1762,0.99917,0
0.35962,-0.17975,0.8015,1.1497,1.0239,0
0.40588,-0.18225,0.79983,1.1227,1.0451,0
0.44052,-0.17211,0.79641,1.0895,1.0607,0
0.44755,-0.13411,0.79575,1.0402,1.0673,0
0.47582,-0.1579,0.79836,1.0643,1.0736,0
0.029709,-0.0037723,1.0021,1.5204,1.9334,0
0.016034,-0.0010758,0.99995,1.4757,1.9656,0
0.049764,-0.0096571,1.0039,1.5558,1.8908,0
0.074105,-0.021191,1.0083,1.6423,1.8254,0
0.081445,-0.021572,1.0056,1.5849,1.8365,0
0.18429,-0.08962,1.0115,1.7216,1.6414,0
0.11774,-0.045157,1.0099,1.6778,1.7477,0
0.038572,-0.0041332,0.99954,1.4486,1.9328,0
0.020378,-0.0011716,0.99734,1.4058,1.9657,0
0.050306,-0.038387,0.74911,1.0351,0.98232,0
0.099243,-0.071856,0.74755,1.0325,0.99798,0
0.18845,-0.10365,0.76038,1.0376,1.0133,0
0.24164,-0.10437,0.7665,1.0265,1.0239,0
0.30415,-0.092148,0.77994,1.0155,1.0358,0
0.013659,-0.0055075,0.74139,1.0232,0.97305,0
0.001044,0.01158,0.75005,1.0127,0.95969,0
0.28242,-0.063043,0.79073,1.0013,1.0334,0
0.37965,-0.082483,0.79778,1.0037,1.0533,0
0.28846,-0.042286,0.80737,0.98552,1.0377,0
0.46905,-0.11676,0.80264,1.0221,1.0751,0
0.40958,-0.27636,0.99127,1.7318,1.3719,0
0.34879,-0.20551,1.002,1.7055,1.4682,0
0.29997,-0.15294,1.0063,1.6708,1.5487,0
0.3788,-0.20502,0.81212,1.2167,1.0082,0
0.38516,-0.22306,0.81746,1.2611,0.99429,0
0.53174,-0.33525,0.84343,1.4069,1.0202,0
0.47207,-0.28094,0.82948,1.3297,1.0092,0
0.59913,-0.40036,0.8735,1.5182,1.0656,0
0.6088,-0.41474,0.89807,1.5765,1.1115,0
0.52871,-0.3441,0.96373,1.6538,1.2863,0
0.60352,-0.39453,0.92614,1.5949,1.1886,0
0.60977,-0.36991,0.86595,1.4429,1.0815,0
0.43263,-0.21297,0.81106,1.1877,1.0376,0
0.4764,-0.2117,0.81044,1.1572,1.0609,0
0.50528,-0.19852,0.8081,1.122,1.0769,0
0.52654,-0.18267,0.80732,1.0918,1.0878,0
0.52627,-0.1444,0.80785,1.0441,1.0918,0
0.54944,-0.16664,0.81027,1.0678,1.0985,0
0.064046,-0.010709,1.0015,1.4832,1.8904,0
0.1106,-0.026466,1.004,1.5246,1.8216,0
0.15011,-0.04836,1.0068,1.5841,1.7543,0
0.23079,-0.097923,1.0079,1.629,1.6458,0
0.045794,-0.0042048,0.99682,1.3758,1.9353,0
0.025053,-0.0012625,0.99467,1.3357,1.9658,0
0.07994,-0.011593,0.99879,1.408,1.8898,0
0.039936,-0.037186,0.70537,1.0204,0.99021,0
0.12188,-0.077905,0.72899,1.0195,1.0067,0
0.19359,-0.070503,0.76737,1.0091,1.0179,0
0.19522,-0.030343,0.81241,0.99179,1.0209,0
0.0083628,-0.006819,0.69521,1.0121,0.98117,0
0.1885,-0.014222,0.82024,0.9737,1.0239,0
0.11297,-0.0072512,0.83988,0.98111,1.0125,0
0.47339,-0.093229,0.81191,0.99869,1.08,0
0.38901,-0.059698,0.81445,0.98127,1.06,0
0.28746,-0.028077,0.82458,0.96457,1.0418,0
0.54688,-0.12348,0.81606,1.0178,1.1028,0
0.46265,-0.26759,0.98601,1.6397,1.3932,0
0.40144,-0.20755,0.99684,1.6205,1.4777,0
0.36127,-0.16307,1.0012,1.5796,1.5479,0
0.55161,-0.30258,0.96658,1.5652,1.3415,0
0.4711,-0.24018,0.81957,1.2311,1.0411,0
0.51443,-0.27309,0.8288,1.2765,1.0482,0
0.59572,-0.33644,0.85125,1.3728,1.0767,0
0.58838,-0.30946,0.84406,1.3228,1.0812,0
0.63862,-0.38253,0.89957,1.4972,1.1528,0
0.61871,-0.35381,0.93677,1.5314,1.2501,0
0.6494,-0.3554,0.88102,1.4175,1.141,0
0.54799,-0.24398,0.82315,1.1994,1.0818,0
0.57267,-0.22896,0.82239,1.1607,1.099,0
0.59502,-0.20909,0.82173,1.1231,1.1134,0
0.60071,-0.18586,0.82048,1.0879,1.119,0
0.59881,-0.15824,0.82091,1.0513,1.1213,0
0.60657,-0.1392,0.82774,1.0252,1.1292,0
0.13236,-0.028818,1.0013,1.4523,1.8224,0
0.19713,-0.056415,1.0034,1.4917,1.7472,0
0.27654,-0.10194,1.004,1.5354,1.6524,0
0.055524,-0.004528,0.99418,1.3063,1.9349,0
0.030093,-0.0013419,0.992,1.2655,1.9659,0
0.094664,-0.012242,0.99572,1.3303,1.8918,0
0.15759,-0.029809,0.99788,1.3632,1.8267,0
0.066436,-0.0048416,0.99178,1.2384,1.9332,0
0.035402,-0.0013715,0.98969,1.1953,1.9658,0
0.101,-0.0030034,0.83094,0.95956,1.0133,0
0.18735,-0.010227,0.83549,0.95119,1.0266,0
0.53711,-0.10304,0.823,0.99576,1.1032,0
0.48763,-0.079234,0.82456,0.9781,1.0889,0
0.3947,-0.046695,0.83014,0.95721,1.0666,0
0.28135,-0.021073,0.83887,0.94175,1.0444,0
0.59059,-0.11888,0.83037,1.0022,1.1252,0
0.50388,-0.24234,0.98327,1.5331,1.4338,0
0.43684,-0.17541,0.99353,1.4841,1.5353,0
0.62911,-0.30775,0.94746,1.4633,1.3175,0
0.58838,-0.27019,0.83444,1.2389,1.0956,0
0.61804,-0.30093,0.84886,1.2929,1.1088,0
0.66484,-0.32796,0.87307,1.3464,1.1519,0
0.66998,-0.33583,0.90825,1.4125,1.2211,0
0.64116,-0.25875,0.84129,1.2063,1.1339,0
0.65323,-0.23714,0.84042,1.1641,1.1445,0
0.66075,-0.20604,0.83648,1.1112,1.1522,0
0.64707,-0.17884,0.83249,1.0728,1.1465,0
0.65469,-0.15856,0.83759,1.0418,1.1549,0
0.64088,-0.13592,0.83951,1.0124,1.1508,0
0.25173,-0.065035,0.99955,1.404,1.7336,0
0.33902,-0.10969,0.99854,1.4386,1.6454,0
0.10948,-0.011938,0.9937,1.2679,1.8906,0
0.17876,-0.030182,0.99558,1.3033,1.8253,0
0.24995,-0.055563,0.99652,1.3324,1.7598,0
0.077497,-0.0050713,0.9895,1.1692,1.9321,0
0.041021,-0.0014227,0.98756,1.125,1.9656,0
0.12384,-0.01292,0.9913,1.2078,1.8898,0
0.084318,-0.0047877,0.9876,1.1014,1.9343,0
0.046669,-0.0013526,0.98584,1.0547,1.9654,0
0.10163,-0.0023993,0.84819,0.93499,1.0146,0
0.18671,-0.007928,0.84857,0.92597,1.029,0
0.55712,-0.095819,0.833,0.97899,1.115,0
0.49687,-0.069155,0.83637,0.95643,1.097,0
0.39882,-0.03952,0.84341,0.9337,1.0724,0
0.28563,-0.018087,0.85165,0.91528,1.049,0
0.61849,-0.11338,0.84223,0.98447,1.1435,0
0.66818,-0.12971,0.8523,0.99289,1.1738,0
0.57058,-0.23536,0.9718,1.427,1.4328,0
0.48465,-0.16559,0.98767,1.3835,1.5481,0
0.66724,-0.27996,0.93931,1.3701,1.3348,0
0.68288,-0.28903,0.86352,1.2619,1.1677,0
0.70329,-0.29525,0.89791,1.3069,1.2397,0
0.70773,-0.25304,0.86434,1.1923,1.1973,0
0.71171,-0.21041,0.85861,1.1161,1.199,0
0.70179,-0.22688,0.8552,1.1465,1.1882,0
0.69693,-0.18318,0.85021,1.0718,1.185,0
0.68927,-0.15584,0.85112,1.0298,1.1833,0
0.70777,-0.14575,0.86346,1.0064,1.2059,0
0.3762,-0.10029,0.99374,1.3301,1.663,0
0.20476,-0.030183,0.99307,1.2267,1.8245,0
0.2925,-0.057692,0.99373,1.2615,1.7504,0
0.14514,-0.013432,0.98909,1.1309,1.8863,0
0.2081,-0.027225,0.99073,1.1703,1.8347,0
0.094317,-0.0045491,0.98602,1.0324,1.9338,0
0.052111,-0.0013125,0.98446,0.98437,1.9651,0
0.15772,-0.012941,0.98742,1.07,1.887,0
0.10305,-0.0022775,0.85832,0.90697,1.0161,0
0.18815,-0.0070553,0.86031,0.89735,1.0316,0
0.29699,-0.016737,0.86393,0.8849,1.0553,0
0.57956,-0.090132,0.84452,0.95913,1.1297,0
0.51372,-0.063017,0.84913,0.93127,1.1088,0
0.40957,-0.035524,0.85638,0.90551,1.0805,0
0.63899,-0.10626,0.8538,0.9621,1.161,0
0.69262,-0.1233,0.86556,0.97021,1.1985,0
0.63839,-0.22533,0.95855,1.319,1.4236,0
0.52921,-0.15343,0.98148,1.2876,1.5552,0
0.70798,-0.2536,0.9247,1.2711,1.3285,0
0.72401,-0.26098,0.89184,1.2304,1.2517,0
0.73212,-0.19533,0.86943,1.0905,1.2277,0
0.73875,-0.22311,0.88023,1.1457,1.2468,0
0.73411,-0.16853,0.87141,1.0402,1.2313,0
0.73261,-0.14281,0.87694,0.99226,1.2368,0
0.42954,-0.095099,0.98781,1.2182,1.6636,0
0.57863,-0.1465,0.9743,1.2043,1.546,0
0.30755,-0.051866,0.99073,1.1836,1.7622,0
0.25707,-0.031867,0.98883,1.1019,1.8154,0
0.11142,-0.0049605,0.98469,0.95944,1.929,0
0.057335,-0.0012396,0.98351,0.91406,1.9649,0
0.17524,-0.012274,0.98573,0.99104,1.8859,0
0.25905,-0.027062,0.98674,1.0321,1.8273,0
0.10624,-0.0020114,0.8704,0.87501,1.0179,0
0.20629,-0.0075056,0.87329,0.86143,1.0379,0
0.30575,-0.015931,0.87616,0.84964,1.0613,0
0.42184,-0.03254,0.86873,0.87259,1.0895,0
0.59838,-0.083601,0.85678,0.93312,1.1453,0
0.52986,-0.057954,0.86198,0.90165,1.1214,0
0.65964,-0.099798,0.86551,0.93708,1.1807,0
0.70981,-0.11634,0.87662,0.94771,1.2198,0
0.68239,-0.20217,0.95022,1.2191,1.4274,0
0.73719,-0.22295,0.91401,1.1789,1.3245,0
0.75285,-0.18664,0.88877,1.0776,1.276,0
0.75171,-0.19636,0.90501,1.1123,1.3149,0
0.74849,-0.12976,0.89097,0.95843,1.2681,0
0.75671,-0.15675,0.89239,1.0138,1.2819,0
0.65602,-0.15863,0.96048,1.1446,1.4929,0
0.55847,-0.11736,0.97688,1.1304,1.5913,0
0.40234,-0.067572,0.98676,1.1183,1.7138,0
0.37825,-0.050899,0.98503,1.0386,1.7487,0
0.1255,-0.0047938,0.9838,0.88551,1.9261,0
0.062042,-0.0011531,0.98294,0.84375,1.9647,0
0.18959,-0.011336,0.98461,0.92349,1.8851,0
0.13117,-0.0042334,0.98335,0.81286,1.9275,0
0.066156,-0.0010314,0.98286,0.77344,1.9647,0
0.29769,-0.027967,0.98558,0.96904,1.8138,0
0.10903,-0.0020052,0.88154,0.83858,1.0198,0
0.21043,-0.0065189,0.88475,0.82309,1.0413,0
0.43336,-0.030201,0.88221,0.83346,1.099,0
0.33029,-0.015642,0.88926,0.80427,1.0723,0
0.55147,-0.053609,0.87518,0.86527,1.1375,0
0.62137,-0.077672,0.8712,0.8993,1.1657,0
0.67699,-0.092972,0.87743,0.90938,1.2004,0
0.72025,-0.10295,0.88849,0.90605,1.2414,0
0.75544,-0.11338,0.90205,0.91337,1.2909,0
0.54217,-0.045196,0.88772,0.82045,1.1417,0
0.73007,-0.17472,0.93558,1.1077,1.4061,0
0.75979,-0.16594,0.91297,1.0447,1.3398,0
0.7674,-0.13828,0.91046,0.97343,1.331,0
0.66569,-0.12938,0.96178,1.0561,1.5169,0
0.5268,-0.087179,0.97916,1.0451,1.6427,0
0.44166,-0.056128,0.98268,0.9813,1.7177,0
0.20464,-0.010503,0.98398,0.85517,1.8831,0
0.29753,-0.023328,0.98421,0.89423,1.8244,0
0.13957,-0.0037665,0.98335,0.73922,1.927,0
0.069656,-0.00092279,0.98316,0.70312,1.9647,0
0.22597,-0.010272,0.9835,0.78198,1.8774,0
0.41465,-0.041472,0.98271,0.90878,1.7496,0
0.14787,-0.0032693,0.98383,0.66936,1.9258,0
0.072546,-0.00076462,0.98392,0.63281,1.9648,0
0.11271,-0.0017073,0.89233,0.79702,1.0218,0
0.21136,-0.0055509,0.8959,0.77877,1.0442,0
0.44925,-0.026601,0.89471,0.78466,1.1104,0
0.34632,-0.013675,0.89993,0.75913,1.0806,0
0.76893,-0.11936,0.92217,0.92413,1.3602,0
0.65442,-0.072688,0.88711,0.85676,1.1944,0
0.72991,-0.089805,0.90143,0.86139,1.2619,0
0.76033,-0.10268,0.91276,0.87871,1.3124,0
0.58814,-0.045527,0.89749,0.7913,1.1674,0
0.74687,-0.13118,0.93851,0.98315,1.429,0
0.67477,-0.10547,0.96195,0.9646,1.5337,0
0.55805,-0.07145,0.9759,0.93573,1.6432,0
0.32615,-0.021517,0.98369,0.82033,1.817,0
0.22108,-0.0080328,0.98381,0.71171,1.8851,0
0.32433,-0.017631,0.98347,0.75259,1.8247,0
0.48935,-0.046311,0.98022,0.84789,1.7094,0
0.14918,-0.0026145,0.98469,0.5971,1.9278,0
0.074851,-0.00061465,0.98501,0.5625,1.9649,0
0.22906,-0.0065163,0.98429,0.63216,1.8856,0
0.14645,-0.0018028,0.98605,0.52174,1.9313,0
0.076178,-0.00043252,0.9865,0.49219,1.9652,0
0.14843,-0.0012026,0.98758,0.45089,1.9317,0
0.076043,-0.00030618,0.98812,0.42187,1.9659,0
0.11739,-0.001644,0.90351,0.74964,1.0241,0
0.21635,-0.0050773,0.90651,0.73148,1.0477,0
0.47933,-0.024963,0.90421,0.7436,1.1259,0
0.34321,-0.01192,0.91015,0.71199,1.0833,0
0.76707,-0.098325,0.93334,0.8634,1.3945,0
0.76726,-0.095927,0.92318,0.85471,1.3445,0
0.69597,-0.068162,0.90589,0.80269,1.2385,0
0.74804,-0.079497,0.91659,0.81417,1.2998,0
0.62092,-0.042389,0.91017,0.73961,1.1935,0
0.74253,-0.095311,0.9483,0.87229,1.4632,0
0.66942,-0.083246,0.9651,0.88306,1.5572,0
0.61378,-0.06645,0.97197,0.84411,1.6137,0
0.44705,-0.030773,0.98144,0.75754,1.7492,0
0.36566,-0.016839,0.98363,0.67473,1.8078,0
0.57642,-0.048757,0.9764,0.77351,1.6563,0
0.23159,-0.0052183,0.98536,0.57177,1.8872,0
0.34741,-0.012858,0.98436,0.60769,1.8225,0
0.25139,-0.0042017,0.98663,0.49292,1.8797,0
0.1454,-0.00088305,0.98926,0.38045,1.9341,0
0.074775,-0.00019784,0.98995,0.35156,1.9669,0
0.24703,-0.0027717,0.98834,0.42371,1.8838,0
0.14,-0.00048464,0.99112,0.31222,1.9372,0
0.072743,-0.00010876,0.99186,0.28125,1.9681,0
0.14214,-0.00032169,0.99314,0.2342,1.9366,0
0.070374,-9.6729e-05,0.99379,0.21094,1.9693,0
0.14763,-0.00030366,0.99496,0.1705,1.9344,0
0.068668,-6.9948e-05,0.99577,0.14062,1.9702,0
0.12252,-0.0014831,0.91432,0.69561,1.0266,0
0.22246,-0.0043461,0.91688,0.67895,1.0515,0
0.48995,-0.022492,0.91504,0.69403,1.135,0
0.37249,-0.012004,0.9213,0.6538,1.0964,0
0.76288,-0.07747,0.94545,0.79362,1.4358,0
0.76828,-0.077308,0.93233,0.78181,1.3628,0
0.72767,-0.057264,0.92262,0.73193,1.28,0
0.63473,-0.035665,0.92231,0.67719,1.2099,0
0.70073,-0.066977,0.96345,0.78464,1.54,0
0.74859,-0.066145,0.95422,0.73766,1.4682,0
0.52418,-0.031833,0.98006,0.68742,1.7052,0
0.46673,-0.021121,0.98268,0.61268,1.75,0
0.63956,-0.047432,0.97321,0.70659,1.6098,0
0.36651,-0.010303,0.98558,0.53375,1.8161,0
0.35032,-0.006659,0.98707,0.45565,1.8284,0
0.51652,-0.01918,0.98329,0.54077,1.7211,0
0.25406,-0.0020442,0.99017,0.34759,1.8815,0
0.36877,-0.0046999,0.98905,0.39907,1.82,0
0.25416,-0.0012232,0.9922,0.27123,1.8825,0
0.2474,-0.00082602,0.99416,0.19875,1.8863,0
0.14182,-0.00033152,0.99678,0.10588,1.9374,0
0.06789,-0.0001042,0.99791,0.070312,1.9707,0
0.21916,-0.00083498,0.99588,0.13688,1.9006,0
0.12648,-0.0013531,0.9252,0.63399,1.0289,0
0.22961,-0.004123,0.92775,0.61604,1.0559,0
0.38661,-0.010165,0.9326,0.58772,1.1049,0
0.50811,-0.020503,0.9262,0.63405,1.1479,0
0.77344,-0.057273,0.94618,0.69718,1.3983,0
0.73215,-0.044632,0.9351,0.65164,1.2989,0
0.64472,-0.029119,0.93429,0.60745,1.224,0
0.72957,-0.048666,0.96481,0.66626,1.5163,0
0.615,-0.031736,0.97808,0.61057,1.643,0
0.76011,-0.04217,0.95889,0.615,1.4506,0
0.49059,-0.012954,0.9856,0.45961,1.7435,0
0.60896,-0.020457,0.98115,0.49568,1.6542,0
0.36817,-0.0037053,0.99094,0.30679,1.8221,0
0.47449,-0.0066888,0.98876,0.36825,1.7579,0
0.36681,-0.0017173,0.99337,0.23276,1.824,0
0.33898,-0.0015481,0.99538,0.14695,1.8397,0
0.12843,-0.00097702,0.93579,0.56579,1.0307,0
0.23336,-0.0029598,0.93822,0.54731,1.0591,0
0.39664,-0.0071432,0.94365,0.51022,1.1119,0
0.53333,-0.017204,0.9382,0.56266,1.1642,0
0.76467,-0.038115,0.95018,0.59919,1.3746,0
0.72595,-0.032,0.94401,0.57724,1.3017,0
0.67426,-0.021589,0.94591,0.52488,1.251,0
0.70732,-0.030226,0.97281,0.53874,1.5532,0
0.76478,-0.030863,0.96404,0.52809,1.442,0
0.59334,-0.013472,0.98489,0.39618,1.6702,0
0.68291,-0.020272,0.97951,0.44874,1.5855,0
0.52762,-0.0055469,0.99096,0.28573,1.7257,0
0.47006,-0.0029395,0.99445,0.17275,1.7643,0
0.12904,-0.00096521,0.94616,0.49507,1.0318,0
0.23346,-0.0029213,0.94944,0.4667,1.061,0
0.38765,-0.0063729,0.95453,0.42797,1.1112,0
0.57368,-0.01407,0.95057,0.46528,1.1884,0
0.75697,-0.027798,0.95685,0.51457,1.3555,0
0.69482,-0.015918,0.95485,0.45308,1.2752,0
0.73904,-0.018905,0.97403,0.43279,1.5007,0
0.76809,-0.022392,0.96848,0.44514,1.4192,0
0.68184,-0.010566,0.98532,0.32246,1.5917,0
0.62539,-0.0047238,0.99179,0.20089,1.6499,0
0.12717,-0.00056668,0.95484,0.42434,1.0322,0
0.24804,-0.0017249,0.95897,0.38751,1.0669,0
0.51253,-0.0071038,0.96002,0.38968,1.1626,0
0.3813,-0.0018854,0.96386,0.34654,1.1108,0
0.65857,-0.013989,0.96324,0.38851,1.2424,0
0.74213,-0.012641,0.96476,0.3961,1.3442,0
0.77095,-0.011955,0.97705,0.33606,1.4397,0
0.74808,-0.0056601,0.986,0.22599,1.4961,0
0.12476,-0.00023462,0.96323,0.35362,1.032,0
0.24596,-0.00050435,0.96829,0.31022,1.0669,0
0.54991,-0.0035429,0.96848,0.31841,1.1819,0
0.39493,-0.0028867,0.97278,0.27148,1.1167,0
0.70398,-0.0083643,0.97385,0.28714,1.2812,0
0.75413,-0.0040398,0.98254,0.20785,1.3652,0
0.12167,-0.00034626,0.9716,0.2829,1.0314,0
0.21813,-0.0016215,0.97745,0.23076,1.059,0
0.54023,-0.0030121,0.97765,0.22711,1.1777,0
0.37987,-0.0029749,0.98096,0.19642,1.1115,0
0.6628,-0.00080077,0.98248,0.17253,1.2519,0
0.11636,-0.0004958,0.97973,0.21217,1.0304,0
0.23437,-0.0012793,0.98353,0.1708,1.0646,0
0.50423,-0.0020134,0.98616,0.14767,1.1598,0
0.35184,-0.001008,0.98662,0.13964,1.1023,0
0.1121,-5.3608e-06,0.98613,0.14145,1.0296,0
0.23779,0.0004471,0.9888,0.11054,1.0658,0
0.11121,0.00011886,0.9935,0.070724,1.0293,0
0.054885,-0.0029583,-0.0054782,9.9297,1.9865,0
0.089599,0.012497,0.086266,10,1.9865,0
0,0,-0.010544,9.9297,2,0
0,0,0.10897,10,2,0
0,0,-0.0060034,9.9293,1,0
0,0,0.026055,10,1,0
-0.0047522,8.5591e-05,-0.0059262,9.9293,1.0137,0
0.009657,-0.0030513,0.023838,10,1.0137,0
0.078489,-0.00036424,0.03446,9.8594,1.9861,0
0,0,0.035233,9.8594,2,0
0.076262,0.00016279,0.039621,9.7891,1.9856,0
0,0,0.039377,9.7891,2,0
2.9835e-05,0.00027367,-0.010496,9.8586,1.014,0
0,0,-0.01059,9.8586,1,0
-0.0011324,-0.00017075,-0.020879,9.7878,1.0143,0
0,0,-0.02081,9.7878,1,0
-0.0016432,-9.7015e-05,-0.028737,9.7171,1.0146,0
0,0,-0.028664,9.7171,1,0
0.080561,-0.00010668,0.060385,9.7188,1.9853,0
0,0,0.060468,9.7187,2,0
0.080572,0.00019838,0.076558,9.6484,1.985,0
0,0,0.076649,9.6484,2,0
0.08066,0.00024106,0.095497,9.5781,1.9847,0
0,0,0.095724,9.5781,2,0
-0.0028504,-0.00014314,-0.038829,9.6464,1.0146,0
0,0,-0.038732,9.6464,1,0
0.0791,0.000424,0.11457,9.5078,1.9845,0
0,0,0.11484,9.5078,2,0
-0.0038697,-0.00015816,-0.048922,9.5757,1.0145,0
0,0,-0.04884,9.5757,1,0
-0.0044954,9.6022e-05,-0.19925,9.125,1.008,0
0,0,-0.19956,9.125,1,0
-0.0064237,0.00010507,-0.16998,9.1614,1.009,0
0,0,-0.17025,9.1614,1,0
0.076743,0.00052553,0.13372,9.4375,1.9843,0
0,0,0.13406,9.4375,2,0
-0.0052231,-0.00017192,-0.061048,9.5049,1.0141,0
0,0,-0.060943,9.5049,1,0
-0.0070481,-1.604e-05,-0.14758,9.203,1.01,0
0,0,-0.14765,9.203,1,0
-0.0062652,-0.00013848,-0.074881,9.4342,1.0135,0
0,0,-0.074797,9.4342,1,0
-0.0070477,-0.00011602,-0.090431,9.366,1.0128,0
0,0,-0.090388,9.366,1,0
-0.0073734,-8.046e-05,-0.10785,9.3044,1.0119,0
0,0,-0.10784,9.3044,1,0
-0.0074733,-5.6281e-05,-0.12629,9.2504,1.011,0
0,0,-0.12633,9.2504,1,0
-0.0039685,0.00043637,-0.22583,9.093,1.007,0
0,0,-0.22689,9.093,1,0
0.072992,0.00072793,0.15238,9.3672,1.9841,0
0,0,0.15287,9.3672,2,0
0,0,0.17092,9.2969,2,0
0.067522,0.00090509,0.17033,9.2969,1.984,0
0.0022535,0.00031657,-0.28251,9.065,1.0063,0
0,0,-0.28295,9.065,1,0
0.06069,0.0010554,0.18669,9.2266,1.9839,0
0,0,0.18738,9.2266,2,0
0.052656,0.0012183,0.20132,9.1563,1.9839,0
0,0,0.20209,9.1562,2,0
-0.0018998,0.00064932,-0.2997,9.0404,1.0057,0
0,0,-0.30451,9.0404,1,0
7.3681e-05,7.3316e-05,0.19088,7.764,1.986,0
0,0,0.19088,7.75,2,0
-9.9508e-05,-0.000119,0.19123,7.7642,1.9182,0
0,0,0.19117,7.75,1.9293,0
-0.00011658,-9.4914e-05,0.19058,7.8315,1.9857,0
0,0,0.19064,7.8203,2,0
0.04382,0.0012682,0.21301,9.086,1.9839,0
0,0,0.2138,9.0859,2,0
0.03486,0.0012837,0.22163,9.0158,1.9838,0
0,0,0.22244,9.0156,2,0
0.025733,0.0012723,0.22736,8.9455,1.9838,0
0,0,0.22814,8.9453,2,0
-0.00015342,-0.0010612,0.19163,7.7644,1.8498,0
0,0,0.19172,7.75,1.8586,0
-0.0010214,-0.00015627,0.19009,7.8997,1.9853,0
0,0,0.19001,7.8906,2,0
0.017088,0.0011468,0.22955,8.8753,1.9838,0
0,0,0.23027,8.875,2,0
0.0093341,0.0010046,0.22941,8.8051,1.9839,0
0,0,0.23003,8.8047,2,0
0.0028115,0.00079451,0.22708,8.7349,1.984,0
0,0,0.22756,8.7344,2,0
-0.0021855,0.00060936,0.22325,8.6647,1.9841,0
0,0,0.22361,8.6641,2,0
0.0027717,0.096569,0.11294,8.994,0.95956,0
0,0,0.12062,9,0.95956,0
-0.0001931,-0.0024712,0.19142,7.7647,1.781,0
0,0,0.1916,7.75,1.7878,0
-0.0024601,-0.0002022,0.19026,7.9683,1.9849,0
0,0,0.19009,7.9609,2,0
-0.0041205,-0.0002329,0.19072,8.0372,1.9845,0
0,0,0.19051,8.0312,2,0
-0.0059428,-0.00023957,0.19193,8.1064,1.9842,0
0,0,0.19167,8.1016,2,0
-0.0076526,-0.00021953,0.19372,8.1757,1.984,0
0,0,0.19346,8.1719,2,0
-0.009091,-0.0001739,0.19627,8.2452,1.984,0
0,0,0.19603,8.2422,2,0
-0.010111,-0.00011393,0.19949,8.3149,1.984,0
0,0,0.1993,8.3125,2,0
-0.01059,-1.4507e-05,0.20355,8.3847,1.984,0
0,0,0.20343,8.3828,2,0
-0.0060874,0.00046348,0.21866,8.5946,1.9841,0
0,0,0.21889,8.5937,2,0
-0.00877,0.00027393,0.21336,8.5245,1.9841,0
0,0,0.21346,8.5234,2,0
-0.010184,0.00011875,0.20825,8.4546,1.9841,0
0,0,0.20824,8.4531,2,0
0.0027249,0.09245,0.19889,8.9934,0.93499,0
0,0,0.2024,9,0.93499,0
-0.00019235,-0.0039945,0.19069,7.7649,1.7118,0
0,0,0.1909,7.75,1.7171,0
0.0025352,0.081161,0.23263,8.9927,0.90698,0
0,0,0.23616,9,0.90697,0
