"Velocity_field,_x_component","Velocity_field,_y_component","Pressure","Points:0","Points:1","Points:2"
0.79473,0.0066268,0.30122,7.3876,0.39011,0
0.75198,-0.018308,0.32169,7.3244,0.34488,0
0.41956,0.0029921,0.14664,7.2511,0.76957,0
0.82042,0.012817,0.22415,7.3657,0.57077,0
0.67196,-0.003294,0.17805,7.2975,0.67394,0
0.67092,-0.035508,0.34594,7.2582,0.28739,0
0.46328,-0.036312,0.13459,7.1594,0.76635,0
0.598,-0.043884,0.36289,7.1954,0.2496,0
0.47691,-0.038106,0.38273,7.1293,0.1872,0
0.32771,-0.02674,0.40403,7.035,0.12429,0
0.42265,-0.042917,0.39518,7.0635,0.17161,0
0.19109,-0.01461,0.42221,6.9341,0.075192,0
0.094536,-0.0040114,0.42882,6.9,0.036171,0
0.28609,-0.03027,0.41568,6.9626,0.11847,0
0.16262,-0.015701,0.43177,6.8624,0.074256,0
0.079771,-0.0042962,0.43735,6.83,0.036164,0
0.5078,-0.35522,-0.011448,6.7751,0.91533,0
0.46394,-0.27621,-0.0053359,6.7967,0.9075,0
0.40882,-0.20765,0.0053543,6.8214,0.90143,0
0.39984,-0.1816,0.024197,6.8475,0.88647,0
0.38322,-0.14796,0.043391,6.8818,0.87169,0
0.43002,-0.094066,0.09982,7.0144,0.80758,0
0.4265,-0.12079,0.083387,6.9609,0.82687,0
0.41226,-0.13817,0.066152,6.9185,0.84796,0
0.52253,-0.088624,0.12284,7.0714,0.76603,0
0.6491,-0.17345,0.12966,7.0051,0.74572,0
-0.00084878,0.00083151,0.4109,5.5667,0.065271,0
4.4476e-05,-4.8719e-05,0.4109,5.5306,0.030612,0
-0.00060773,0.00038319,0.41054,5.5943,0.031054,0
-0.00040414,0.00064603,0.41125,5.5311,0.095024,0
0.29693,-0.31628,-0.15516,6.7445,0.98313,0
0.43917,-0.49985,-0.055159,6.7362,0.96434,0
0.47534,-0.43002,-0.048248,6.7484,0.94708,0
0.54473,-0.45617,-0.0087277,6.755,0.9229,0
0.84805,-0.026646,0.27616,7.3167,0.46372,0
0.78497,-0.061154,0.31579,7.2427,0.38821,0
0.70832,-0.058168,0.17224,7.2014,0.67245,0
0.84583,-0.062721,0.23001,7.2423,0.56289,0
0.73433,-0.083339,0.33916,7.1785,0.35137,0
0.75953,-0.13112,0.17108,7.1071,0.67021,0
0.62277,-0.08158,0.36846,7.1193,0.2859,0
0.53794,-0.082075,0.38717,7.0531,0.24924,0
0.41566,-0.061235,0.40517,6.9964,0.18758,0
0.1343,-0.017431,0.43963,6.7876,0.075264,0
0.063568,-0.0047547,0.44389,6.76,0.03613,0
0.10498,-0.017857,0.44477,6.7168,0.075468,0
0.046688,-0.0046353,0.44779,6.69,0.036096,0
0.25415,-0.033988,0.42535,6.8998,0.11744,0
0.36401,-0.067737,0.41689,6.9247,0.18088,0
0.21067,-0.037461,0.4348,6.818,0.11754,0
0.62185,-0.50794,0.03213,6.7567,0.89707,0
0.62333,-0.45522,0.034011,6.7737,0.8841,0
0.61718,-0.4021,0.040733,6.7938,0.87066,0
0.61529,-0.35628,0.05209,6.8183,0.85355,0
0.60303,-0.3051,0.064418,6.8468,0.83859,0
0.60105,-0.26415,0.080988,6.8815,0.81878,0
0.65121,-0.21723,0.11595,6.9546,0.76572,0
0.63509,-0.24985,0.099506,6.9141,0.79006,0
0.78527,-0.20694,0.16909,7.0258,0.68318,0
0.78611,-0.27497,0.15695,6.957,0.70952,0
-0.0028805,0.0019033,0.4107,5.6137,0.068867,0
-0.0025402,0.00061593,0.41032,5.6592,0.031613,0
-0.0019471,0.0027297,0.41104,5.5697,0.11009,0
-0.00065525,0.0026875,0.41139,5.5318,0.161,0
-0.0064385,0.0023717,0.41058,5.6795,0.062688,0
-0.0052282,0.00078171,0.41041,5.7251,0.032143,0
-0.011454,0.0028106,0.41091,5.744,0.064606,0
-0.0083882,0.00083836,0.41103,5.7916,0.032549,0
-0.01653,0.002813,0.41164,5.8107,0.063029,0
-0.011608,0.00079918,0.41216,5.8588,0.032816,0
0.36831,-0.56011,-0.020155,6.7291,0.97837,0
0.22944,-0.478,0.021031,6.7337,0.99371,0
0.095708,-0.4492,0.22201,6.731,1.0093,0
0.025929,-0.27128,0.33359,6.7381,1.0188,0
0.51802,-0.63554,0.016363,6.723,0.94863,0
0.44633,-0.67065,0.03714,6.7169,0.96597,0
0.068698,-0.013954,0.44717,6.6451,0.068614,0
0.031325,-0.0041412,0.44916,6.62,0.03602,0
0.043967,-0.013067,0.4474,6.5749,0.069096,0
0.016859,-0.0038334,0.44849,6.55,0.035945,0
0.58068,-0.60787,0.025173,6.7303,0.92748,0
0.63337,-0.60075,0.050021,6.7361,0.90405,0
0.84709,-0.10769,0.28553,7.1756,0.47149,0
0.85787,-0.1467,0.23228,7.1304,0.57285,0
0.7568,-0.13243,0.33801,7.1081,0.39119,0
0.86046,-0.22311,0.2364,7.0393,0.58898,0
0.67053,-0.13444,0.36578,7.0459,0.34589,0
0.54671,-0.11753,0.3935,6.9866,0.28107,0
0.46221,-0.11246,0.40979,6.92,0.25167,0
0.16918,-0.038986,0.44146,6.7395,0.11866,0
0.13383,-0.038048,0.44463,6.6788,0.11804,0
0.33116,-0.078636,0.42653,6.8537,0.18888,0
0.26338,-0.075867,0.43536,6.7762,0.17749,0
0.69152,-0.59336,0.083005,6.7439,0.87234,0
0.71182,-0.5474,0.086728,6.7622,0.85287,0
0.72803,-0.49867,0.092735,6.7842,0.83256,0
0.72247,-0.43082,0.096366,6.8166,0.81526,0
0.74401,-0.39788,0.11474,6.8448,0.78761,0
0.77042,-0.37235,0.13121,6.871,0.75973,0
0.77486,-0.32656,0.14173,6.9079,0.73835,0
0.84897,-0.29837,0.21356,6.9614,0.63912,0
0.84201,-0.36036,0.20044,6.903,0.67567,0
0.02231,-0.011084,0.44572,6.5104,0.067983,0
0.004515,-0.0030619,0.44569,6.4801,0.035821,0
0.0011629,-0.0088019,0.44209,6.432,0.068051,0
-0.0055076,-0.0024399,0.44185,6.4102,0.035592,0
-0.021356,0.0024854,0.4129,5.8774,0.061607,0
-0.014619,0.00075939,0.41379,5.9265,0.033032,0
-0.026015,0.0022606,0.41467,5.9461,0.06164,0
-0.017387,0.00064576,0.41611,5.9946,0.033295,0
-0.03001,0.0017617,0.41717,6.0147,0.062352,0
-0.019483,0.0004017,0.41919,6.0632,0.033625,0
-0.0075772,0.0050306,0.41074,5.6547,0.1019,0
-0.0026426,0.0066838,0.41109,5.5665,0.1772,0
-0.0007763,0.0055215,0.41114,5.5324,0.22794,0
-0.0054136,0.0059934,0.41095,5.6133,0.12919,0
-0.028365,0.0072152,0.41239,5.8421,0.11025,0
-0.012019,0.0058328,0.41094,5.7013,0.10142,0
-0.020213,0.0070933,0.41136,5.771,0.10755,0
0.33378,-0.66335,0.068764,6.7165,0.98522,0
0.20555,-0.60607,0.13469,6.7192,1.0013,0
0.13099,-0.54567,0.22063,6.718,1.0158,0
0.055467,-0.39952,0.27137,6.7271,1.0263,0
0.013541,-0.21024,0.32086,6.7372,1.0403,0
0.57323,-0.71002,0.085563,6.7064,0.93093,0
0.51164,-0.73651,0.10226,6.7002,0.94988,0
0.4206,-0.74372,0.12406,6.6972,0.97224,0
0.089981,-0.033733,0.44585,6.5995,0.11567,0
0.061239,-0.031839,0.44493,6.5375,0.11839,0
0.62811,-0.69707,0.097913,6.7086,0.90915,0
0.66952,-0.67236,0.10692,6.7154,0.88776,0
0.82281,-0.20099,0.30894,7.0398,0.47388,0
0.84053,-0.27482,0.27786,6.9724,0.55221,0
0.68958,-0.19445,0.36442,6.9686,0.39404,0
0.58648,-0.18383,0.39261,6.9036,0.34984,0
0.16911,-0.071073,0.44301,6.6413,0.17482,0
0.4504,-0.15214,0.417,6.8349,0.28743,0
0.2315,-0.086027,0.4397,6.7035,0.19342,0
0.35906,-0.1322,0.4292,6.7728,0.25525,0
0.70376,-0.65761,0.13297,6.7172,0.8618,0
0.7352,-0.61868,0.13339,6.7348,0.83935,0
0.75513,-0.57642,0.12991,6.7546,0.82281,0
0.77333,-0.53053,0.13655,6.7797,0.79892,0
0.79397,-0.48946,0.15204,6.8056,0.76955,0
0.81715,-0.458,0.17368,6.8277,0.73608,0
0.83044,-0.41501,0.1883,6.8595,0.70637,0
0.82804,-0.35221,0.27511,6.8889,0.58959,0
0.82481,-0.4183,0.25382,6.8389,0.64202,0
-0.013905,-0.0063109,0.43768,6.3603,0.06747,0
-0.01292,-0.0016495,0.43705,6.3405,0.035217,0
-0.024321,-0.0038341,0.43289,6.2897,0.066283,0
-0.017582,-0.0009445,0.43208,6.2708,0.034786,0
0.030445,-0.026831,0.44236,6.4671,0.11838,0
0.0045639,-0.020861,0.43895,6.4004,0.11663,0
-0.03262,0.00086208,0.42037,6.0844,0.063483,0
-0.020501,7.0616e-05,0.42293,6.1322,0.033998,0
-0.032862,-0.00034997,0.42406,6.1523,0.064219,0
-0.020004,-0.00041134,0.42733,6.2014,0.034371,0
-0.030351,-0.0019826,0.42828,6.2199,0.065136,0
-0.035391,0.0056604,0.41415,5.9245,0.10453,0
-0.040354,0.0042968,0.41628,5.9942,0.10457,0
-0.043587,0.0023067,0.41894,6.0603,0.1076,0
-0.0027784,0.011717,0.41065,5.565,0.24645,0
-0.00077559,0.0085829,0.41038,5.5328,0.29558,0
-0.011882,0.010859,0.41088,5.6673,0.15471,0
-0.0075259,0.013781,0.41075,5.6163,0.20654,0
-0.03875,0.012562,0.41284,5.8811,0.16696,0
-0.027367,0.013286,0.41165,5.7882,0.15782,0
-0.020058,0.013795,0.41108,5.7283,0.16561,0
-0.0025949,0.016786,0.40972,5.5645,0.31514,0
-0.00067551,0.011455,0.40909,5.533,0.36373,0
0.30325,-0.70822,0.15864,6.7016,0.99402,0
0.20648,-0.65027,0.22119,6.7025,1.0126,0
0.10644,-0.52493,0.29732,6.7114,1.033,0
0.044231,-0.36071,0.34856,6.7235,1.0497,0
0.011064,-0.19154,0.39984,6.7358,1.0648,0
0.57312,-0.74998,0.1574,6.6811,0.92546,0
0.48569,-0.7637,0.17928,6.6753,0.95576,0
0.38677,-0.75386,0.19899,6.6799,0.98281,0
0.081608,-0.057985,0.44191,6.5004,0.17421,0
0.13116,-0.070964,0.44289,6.57,0.18435,0
0.6344,-0.7253,0.16769,6.6816,0.89485,0
0.68035,-0.69587,0.17509,6.6879,0.86591,0
0.74825,-0.28831,0.34129,6.8909,0.48361,0
0.58709,-0.24123,0.39267,6.8236,0.39667,0
0.23465,-0.12048,0.43927,6.6295,0.24567,0
0.4854,-0.22172,0.41396,6.7564,0.36229,0
0.35356,-0.1718,0.43073,6.6922,0.30313,0
0.71951,-0.65983,0.1811,6.7015,0.83506,0
0.74889,-0.62174,0.16996,6.7254,0.81624,0
0.76945,-0.5931,0.18497,6.7367,0.78828,0
0.78937,-0.55129,0.18945,6.7613,0.76288,0
0.8027,-0.52372,0.21048,6.7726,0.73097,0
0.81354,-0.47764,0.23398,6.797,0.68854,0
0.75813,-0.39341,0.31828,6.8012,0.56987,0
0.78116,-0.45572,0.28622,6.7772,0.63521,0
-0.032101,-0.0086448,0.4296,6.2516,0.11383,0
-0.01588,-0.015644,0.43404,6.3256,0.11909,0
0.011328,-0.03522,0.43499,6.3609,0.16731,0
0.052774,-0.053958,0.43826,6.4316,0.18738,0
-0.043923,-0.0003415,0.42208,6.1234,0.11027,0
-0.040665,-0.0040453,0.42525,6.1815,0.11391,0
-0.046456,0.0002697,0.41963,6.0864,0.15966,0
-0.045369,0.0088086,0.41502,5.9636,0.16326,0
-0.047694,0.0051696,0.41696,6.0275,0.16347,0
-0.041017,0.01523,0.41301,5.9148,0.22438,0
-0.0078951,0.022586,0.40992,5.62,0.28262,0
-0.015455,0.020516,0.41053,5.6799,0.22728,0
-0.034531,0.021793,0.41148,5.8319,0.23444,0
-0.026058,0.024236,0.41071,5.7606,0.24389,0
-0.0020824,0.021035,0.40834,5.5629,0.3842,0
-0.00051211,0.013648,0.40732,5.5327,0.43227,0
-0.0068683,0.029744,0.40881,5.6197,0.35206,0
0.29232,-0.71627,0.2428,6.6828,1.0054,0
0.19873,-0.64536,0.28317,6.6909,1.0262,0
0.16048,-0.59386,0.34048,6.6892,1.0447,0
0.033398,-0.3161,0.40651,6.7217,1.0752,0
0.01006,-0.17353,0.44196,6.7341,1.0927,0
0.08173,-0.46228,0.36573,6.7078,1.0585,0
0.59193,-0.73543,0.22335,6.6503,0.90559,0
0.52032,-0.75202,0.23661,6.6469,0.94065,0
0.44439,-0.75317,0.25192,6.6505,0.97086,0
0.35997,-0.73465,0.27262,6.6579,0.99759,0
0.13821,-0.10164,0.43867,6.497,0.2459,0
0.21741,-0.14001,0.43696,6.5553,0.28358,0
0.64437,-0.70868,0.22427,6.6542,0.87068,0
0.69019,-0.67503,0.22248,6.6681,0.83493,0
0.64169,-0.34409,0.37347,6.7498,0.49427,0
0.33638,-0.20411,0.42979,6.6099,0.34847,0
0.48752,-0.2818,0.41068,6.6731,0.42484,0
0.73276,-0.63207,0.22343,6.6904,0.7949,0
0.76382,-0.57087,0.24377,6.7179,0.73766,0
0.76624,-0.51521,0.27752,6.7322,0.6797,0
0.7067,-0.4558,0.3325,6.7102,0.60574,0
-0.031017,-0.015097,0.42592,6.2112,0.17063,0
-0.0080059,-0.029968,0.42963,6.2842,0.18891,0
0.048549,-0.066158,0.43234,6.3558,0.23964,0
0.11387,-0.10666,0.43348,6.4118,0.28378,0
-0.040424,-0.0077537,0.42198,6.1487,0.1813,0
-0.037717,-0.0028665,0.41721,6.0715,0.23613,0
-0.041165,0.0083381,0.41436,5.9879,0.245,0
-0.031787,0.018932,0.41105,5.9097,0.31225,0
-0.01548,0.032791,0.40936,5.6915,0.31929,0
-0.025341,0.031369,0.40961,5.8031,0.32961,0
-0.0097511,0.037835,0.40786,5.6649,0.38974,0
-0.0015582,0.024743,0.40644,5.5634,0.45415,0
-0.00036368,0.014994,0.40516,5.5318,0.50114,0
-0.0049581,0.034394,0.40715,5.6141,0.42133,0
0.26926,-0.6872,0.31541,6.6645,1.0259,0
0.21837,-0.63283,0.36651,6.6622,1.0504,0
0.030299,-0.28851,0.45257,6.7182,1.1043,0
0.0090519,-0.15951,0.48467,6.7321,1.1244,0
0.13571,-0.54363,0.39341,6.6826,1.0704,0
0.07115,-0.42336,0.421,6.7022,1.0862,0
0.60446,-0.70249,0.27414,6.6157,0.88035,0
0.54537,-0.72499,0.27832,6.6174,0.92346,0
0.48203,-0.72676,0.29824,6.6154,0.95847,0
0.41041,-0.72331,0.31327,6.6269,0.99034,0
0.34673,-0.70201,0.33272,6.6347,1.0145,0
0.43377,-0.70379,0.33731,6.6026,0.98618,0
0.21361,-0.1692,0.43211,6.4707,0.34531,0
0.30415,-0.2157,0.42816,6.5343,0.3793,0
0.65097,-0.67364,0.27254,6.6248,0.83571,0
0.6845,-0.64633,0.26854,6.6419,0.80209,0
0.57985,-0.38499,0.38398,6.649,0.52996,0
0.43061,-0.29886,0.41545,6.5777,0.45478,0
0.69735,-0.60453,0.28713,6.6452,0.75433,0
0.70854,-0.54167,0.30988,6.6645,0.68923,0
0.63235,-0.47552,0.35727,6.6249,0.62232,0
-0.008041,-0.032623,0.42352,6.2046,0.24756,0
0.037146,-0.065365,0.42572,6.2702,0.28698,0
0.096623,-0.10766,0.42749,6.3248,0.33083,0
0.19674,-0.17479,0.42709,6.3993,0.38674,0
-0.015162,-0.022125,0.41824,6.1261,0.28167,0
-0.020839,-0.0040702,0.41376,6.025,0.32165,0
-0.011642,0.0044264,0.41046,5.9502,0.38746,0
-0.014685,0.027226,0.40812,5.8518,0.41251,0
-0.014978,0.039513,0.40777,5.7404,0.39691,0
-0.0011147,0.026951,0.40423,5.5623,0.52365,0
-0.00025683,0.0156,0.40266,5.5304,0.57033,0
-0.0077504,0.04233,0.40632,5.6698,0.44677,0
-0.0032568,0.037933,0.40515,5.6111,0.49269,0
0.29127,-0.6596,0.37527,6.6336,1.0424,0
0.20469,-0.59305,0.41104,6.6507,1.0741,0
0.028145,-0.26382,0.49116,6.7143,1.1372,0
0.0085408,-0.14499,0.51743,6.7298,1.1606,0
0.064943,-0.38567,0.46364,6.6966,1.1166,0
0.1269,-0.50454,0.43753,6.6742,1.0965,0
-0.0012704,0.0012378,0.59876,6.6831,1.9343,0
-0.00019126,0.00018569,0.59876,6.7192,1.9692,0
-0.0013285,0.00044101,0.59876,6.6555,1.9686,0
-0.00043059,0.0013378,0.59881,6.7191,1.9051,0
0.60619,-0.67336,0.30899,6.5835,0.85824,0
0.55998,-0.69556,0.31275,6.5849,0.90545,0
0.51324,-0.69989,0.32739,6.5829,0.94103,0
0.47285,-0.69827,0.33877,6.5864,0.96776,0
0.37944,-0.68273,0.36591,6.6042,1.0164,0
0.43783,-0.67676,0.37101,6.5739,0.99465,0
0.33454,-0.2735,0.42185,6.4683,0.46488,0
0.6378,-0.62415,0.32182,6.5809,0.79055,0
0.50845,-0.41452,0.39584,6.5317,0.58125,0
0.62617,-0.54647,0.35142,6.5736,0.7015,0
0.033065,-0.061075,0.41956,6.1858,0.34221,0
0.090014,-0.10523,0.42136,6.2584,0.3755,0
0.20193,-0.19692,0.42191,6.3308,0.45263,0
0.023065,-0.041728,0.41404,6.0965,0.38841,0
0.0094408,-0.019891,0.41113,6.0093,0.41806,0
0.012971,-0.0082154,0.408,5.9487,0.46955,0
0.0060506,0.016952,0.40598,5.8502,0.5122,0
-0.0071835,0.039676,0.40588,5.7604,0.47957,0
-0.00070487,0.027518,0.40159,5.5593,0.59473,0
-0.00018272,0.015564,0.39977,5.5285,0.63731,0
-0.0017514,0.039626,0.40262,5.6087,0.56912,0
-0.0030726,0.044688,0.40387,5.6667,0.53866,0
-0.00039452,0.026735,0.39854,5.5549,0.66241,0
-0.00013814,0.015036,0.39658,5.5263,0.69798,0
0.34152,-0.64593,0.40284,6.5962,1.0439,0
0.28075,-0.61132,0.42556,6.6103,1.0719,0
0.19712,-0.54878,0.45339,6.636,1.1033,0
0.03197,-0.2493,0.52535,6.706,1.1777,0
0.0085453,-0.12755,0.54635,6.7275,1.2018,0
0.070608,-0.36543,0.50251,6.6844,1.1528,0
0.12368,-0.46511,0.47818,6.6617,1.1297,0
-0.0028891,0.0014304,0.59848,6.6366,1.9307,0
-0.0027172,0.00026575,0.59799,6.5905,1.9679,0
-0.0013313,0.0027166,0.59904,6.6815,1.8893,0
-0.00025259,0.0027022,0.59962,6.7184,1.8391,0
0.59372,-0.63619,0.34334,6.5384,0.83217,0
0.56413,-0.66332,0.34568,6.5416,0.88746,0
0.53025,-0.67279,0.35382,6.5449,0.92623,0
0.4889,-0.67726,0.36202,6.5562,0.96238,0
0.39915,-0.64796,0.40282,6.566,1.026,0
0.45531,-0.65305,0.39494,6.5389,0.99586,0
0.36138,-0.33204,0.41371,6.4,0.56167,0
0.57571,-0.57863,0.36718,6.4992,0.77322,0
0.5161,-0.48341,0.39023,6.4676,0.68131,0
0.10837,-0.12267,0.41592,6.191,0.46009,0
0.25403,-0.25653,0.41494,6.2732,0.56977,0
0.063309,-0.069499,0.41014,6.0536,0.50537,0
0.042912,-0.034284,0.4069,5.9554,0.54749,0
-9.3661e-05,0.025511,0.39494,5.5513,0.72731,0
-7.5324e-05,0.014133,0.39315,5.5239,0.7513,0
0.00038967,0.020454,0.38727,5.5414,0.82275,0
1.0209e-05,0.011716,0.38504,5.5193,0.83935,0
-2.9556e-05,0.01295,0.38927,5.5216,0.79817,0
0.00021593,0.023232,0.39117,5.5467,0.77918,0
0.026383,-0.0018512,0.40459,5.8604,0.58417,0
0.0027005,0.037685,0.40303,5.7391,0.57816,0
-0.00048819,0.038573,0.39979,5.6023,0.64085,0
0.00062767,0.042815,0.4011,5.659,0.62086,0
0.00041007,0.035517,0.39665,5.5919,0.70571,0
0.0006958,0.017368,0.38274,5.5365,0.86035,0
9.2637e-05,0.010211,0.37981,5.5172,0.87553,0
0.0011187,0.013199,0.37707,5.5296,0.89529,0
0.00028938,0.0085575,0.37405,5.5152,0.9073,0
0.34979,-0.61012,0.43631,6.5652,1.0647,0
0.27656,-0.56574,0.46267,6.5887,1.102,0
0.1965,-0.50176,0.48891,6.6178,1.1373,0
0.030416,-0.21908,0.55186,6.7007,1.2213,0
0.0080283,-0.10899,0.5691,6.7251,1.2486,0
0.067498,-0.32728,0.53179,6.6764,1.1923,0
0.12122,-0.42119,0.51019,6.6513,1.1635,0
-0.0041485,0.00061259,0.59756,6.5699,1.9368,0
-0.0033415,8.2851e-05,0.59673,6.5247,1.9674,0
-0.0031561,0.0014956,0.59814,6.5924,1.8893,0
-0.00052305,0.0038519,0.59983,6.6864,1.8279,0
0.00017124,0.0029466,0.60116,6.7176,1.7721,0
-0.0018082,0.0030026,0.599,6.6372,1.8609,0
0.56357,-0.61626,0.37252,6.4883,0.84705,0
0.54188,-0.64018,0.37664,6.4978,0.90538,0
0.50797,-0.65197,0.384,6.5159,0.95223,0
0.47268,-0.62826,0.41629,6.4953,0.99832,0
0.41547,-0.61334,0.43453,6.5206,1.0429,0
0.53943,-0.56881,0.38819,6.4384,0.81258,0
0.39671,-0.39586,0.40838,6.3466,0.66773,0
0.49751,-0.50462,0.39637,6.407,0.74739,0
0.29887,-0.309,0.41171,6.2269,0.67472,0
0.16428,-0.17192,0.41136,6.1391,0.58676,0
0.11393,-0.11333,0.40751,6.0297,0.61961,0
0.073842,-0.060995,0.40496,5.9372,0.636,0
0.0018285,0.0088354,0.3703,5.5263,0.92531,0
0.0015915,0.031486,0.39324,5.5831,0.75949,0
0.0023945,0.021699,0.38536,5.5594,0.84744,0
0.0019704,0.026943,0.3897,5.5728,0.80517,0
0.033495,-0.0041854,0.40208,5.822,0.65131,0
0.012959,0.028005,0.40017,5.7202,0.66976,0
0.002933,0.038465,0.3981,5.6402,0.69228,0
0.0059348,0.032537,0.39499,5.631,0.74612,0
0.003572,0.016363,0.38069,5.5519,0.88177,0
0.005545,0.0097792,0.37535,5.5465,0.91245,0
0.0004174,0.0059207,0.3646,5.5135,0.9352,0
0.0039252,0.0025418,0.3624,5.5246,0.95079,0
0.35165,-0.57074,0.46728,6.536,1.0934,0
0.28071,-0.52105,0.49396,6.5619,1.1358,0
0.19356,-0.45344,0.51903,6.6009,1.1748,0
0.028937,-0.1826,0.57391,6.6959,1.2718,0
0.0074948,-0.088255,0.58641,6.7227,1.3019,0
0.063853,-0.2787,0.55676,6.6701,1.2374,0
0.13395,-0.38027,0.54048,6.6268,1.2103,0
-0.0042171,-6.2765e-05,0.5963,6.5053,1.938,0
-0.0032256,-0.00014914,0.59495,6.4582,1.9668,0
-0.0024748,-0.00026885,0.59717,6.5369,1.8844,0
0.00094285,0.00011014,0.59867,6.5816,1.8338,0
0.0011872,0.0025912,0.60147,6.688,1.7538,0
0.00083237,0.001134,0.60331,6.7169,1.7043,0
0.0019903,0.0017272,0.60015,6.641,1.7876,0
0.0036749,-0.0028416,0.60349,6.6861,1.6849,0
0.0017995,-0.0037736,0.60553,6.7167,1.6362,0
0.024612,-0.13577,0.59092,6.6929,1.3352,0
0.006649,-0.065885,0.59853,6.7206,1.3626,0
0.020254,-0.094584,0.60095,6.6894,1.4048,0
0.0054808,-0.044067,0.60529,6.7191,1.4296,0
0.0069967,-0.013851,0.60528,6.6868,1.6156,0
0.0029327,-0.012569,0.60738,6.7171,1.5677,0
0.016017,-0.059795,0.60549,6.6873,1.4749,0
0.004213,-0.025716,0.60782,6.7181,1.4988,0
0.011414,-0.033269,0.60632,6.6861,1.544,0
-0.002886,-0.00086032,0.59453,6.4399,1.9376,0
-0.0020478,-0.00045407,0.59273,6.391,1.9663,0
0.534,-0.59737,0.39849,6.43,0.88418,0
0.51863,-0.62283,0.40507,6.4629,0.9457,0
0.49607,-0.60576,0.42821,6.4416,0.98993,0
0.45407,-0.59309,0.44858,6.4638,1.0412,0
0.4096,-0.5711,0.46766,6.4858,1.0813,0
0.50222,-0.53036,0.40573,6.3693,0.82114,0
0.41913,-0.43217,0.40922,6.3086,0.74372,0
0.50745,-0.54748,0.41379,6.3517,0.88054,0
0.35436,-0.3655,0.41253,6.2097,0.76117,0
0.24108,-0.24809,0.40954,6.1159,0.7144,0
0.14938,-0.14356,0.40576,5.9913,0.7124,0
0.086848,-0.067822,0.4026,5.8846,0.7168,0
0.0085259,0.0015463,0.36963,5.5415,0.93852,0
0.0207,-0.016668,0.36381,5.5421,0.96581,0
0.0058127,0.028067,0.39197,5.6099,0.78932,0
0.010254,0.01444,0.38443,5.585,0.86883,0
0.0074564,0.021827,0.38852,5.5961,0.83283,0
0.045313,-0.01477,0.39997,5.7905,0.72297,0
0.020518,0.016305,0.39753,5.7032,0.74418,0
0.017251,0.017694,0.39422,5.663,0.78289,0
0.013895,0.0050843,0.38011,5.575,0.90262,0
0.019308,-0.005262,0.3755,5.5671,0.92973,0
0.0084418,-0.0086439,0.35526,5.5227,0.97311,0
0.025825,-0.026168,0.35687,5.5314,0.98258,0
0.00089878,0.0036961,0.35933,5.5123,0.95968,0
0.36495,-0.5354,0.49152,6.4986,1.1234,0
0.28525,-0.47382,0.52102,6.5331,1.1759,0
0.214,-0.40752,0.54371,6.5654,1.2197,0
0.063482,-0.23362,0.57687,6.6589,1.2912,0
0.12432,-0.32119,0.56368,6.6172,1.2603,0
0.00043381,-0.0024981,0.5957,6.467,1.8888,0
0.010025,-0.0071865,0.59744,6.5068,1.8143,0
0.010123,-0.0060059,0.59978,6.584,1.7623,0
0.0070515,-0.0044552,0.60168,6.6443,1.7176,0
0.016231,-0.020247,0.60317,6.6354,1.6474,0
0.058367,-0.17932,0.59166,6.6498,1.3555,0
0.052835,-0.12806,0.60043,6.6375,1.43,0
0.027281,-0.044104,0.60456,6.6345,1.5769,0
0.041409,-0.082822,0.60385,6.6331,1.5025,0
0.00035745,-0.001782,0.59233,6.3724,1.9368,0
7.8703e-05,-0.0006186,0.59035,6.3233,1.9658,0
0.005772,-0.0048198,0.59368,6.399,1.8903,0
0.0049743,-0.0023054,0.59006,6.3042,1.9363,0
0.0028431,-0.00080283,0.58766,6.2552,1.9654,0
0.51638,-0.58523,0.42406,6.3905,0.95029,0
0.49276,-0.57736,0.4501,6.4002,1.0256,0
0.44072,-0.54808,0.48233,6.4293,1.0993,0
0.44948,-0.46969,0.4151,6.2722,0.83561,0
0.50569,-0.53557,0.42795,6.3071,0.93117,0
0.36019,-0.36249,0.41411,6.147,0.82761,0
0.25913,-0.25411,0.40855,6.048,0.7984,0
0.10439,-0.081335,0.40053,5.8468,0.78542,0
0.16641,-0.15219,0.40395,5.9402,0.78433,0
0.030954,-0.020321,0.3712,5.5643,0.95363,0
0.05187,-0.040078,0.36964,5.5628,0.97527,0
0.052135,-0.043783,0.36469,5.5476,0.9873,0
0.051497,-0.045793,0.35737,5.5302,0.99795,0
0.032166,-0.0095819,0.38463,5.6151,0.8972,0
0.018993,0.011507,0.39146,5.642,0.82579,0
0.027512,-0.00018291,0.38817,5.6339,0.86186,0
0.063966,-0.034818,0.39787,5.7678,0.79408,0
0.041945,-0.011346,0.39466,5.7042,0.81438,0
0.039783,-0.021097,0.3812,5.6012,0.92676,0
0.047736,-0.031187,0.37749,5.5895,0.94835,0
0.020309,-0.025251,0.33401,5.5188,0.99026,0
0.0046297,-0.0075673,0.32872,5.5117,0.98116,0
0.061224,-0.046604,0.35041,5.517,1.0068,0
0.37277,-0.49412,0.51505,6.461,1.1646,0
0.3009,-0.4274,0.54259,6.4926,1.2226,0
0.20726,-0.35005,0.56498,6.5461,1.2727,0
0.12532,-0.27057,0.58017,6.5981,1.3144,0
0.018994,-0.012137,0.59555,6.4265,1.8256,0
0.037463,-0.024217,0.59661,6.444,1.7637,0
